"","city","floor","total_area","living_area","kitchen_area","room_count","height","is_studio","view_airport","view_building","view_city","view_cottages","view_east","view_field","view_forest","view_garden","view_highway","view_house","view_mall","view_north","view_parking","view_playground","view_school","view_south","view_street","view_water","view_west","view_yard","total_price"
"426","Тюмень",19,38.77,14.28,12.43,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4080000
"429","Нижний Новгород",7,18.95,6.64,3.76,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3429950
"430","ПГТ Медведево",13,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1526000
"432","Тюмень",18,32.77,13.1,8.58,1,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3320000
"434","Челябинск",2,64.69,32.35,16.38,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3557950
"436","Челябинск",9,69.53,45.19,16.38,3,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3108061
"438","Тюмень",13,53.3,26.08,14.73,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5088440
"439","ПГТ Медведево",11,63.92,33.14,11.39,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2455000
"445","Владивосток",16,54.61,23.69,15.5,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136890
"446","Самара",8,48.69,20.98,14.34,1,"2.54","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4836274
"447","Владивосток",20,44.04,12.49,18.24,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6478290
"449","Тюмень",19,32.77,13.1,8.58,1,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e+06
"453","ПГТ Медведево",11,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1554000
"456","Краснодар",6,36.6,16.7,10,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4739700
"462","Чебоксары",7,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"464","Тюмень",1,50.41,16.77,13.48,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000
"466","Екатеринбург",1,29.92,10.18,14.03,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2393600
"467","Ижевск",2,35.06,16.86,9.44,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2160000
"468","Чебоксары",2,48.49,17.4,14.4,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4752020
"469","Нижний Новгород",12,129.6,93,20.2,1,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23328000
"470","Ставрополь",15,40.8,15.2,11.1,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2786200
"471","Самара",12,30.47,15.7,5,1,"2.54","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2023058
"472","Тюмень",6,38.41,14.28,12.43,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4040000
"476","Нижний Новгород",1,40.9,12.5,15.2,1,"2.59","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948900
"483","Челябинск",9,40.63,26.08,19.47,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2324036
"484","Тюмень",7,33.88,20.86,4.47,1,"2.7","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3420000
"485","Уфа",7,39.08,16.9,11.2,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3986000
"488","Нижний Новгород",11,61.18,27.8,16.71,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7402780
"489","Краснодар",2,43.6,18.4,10.9,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5537200
"490","Казань",10,30.13,10.04,7.55,1,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4330000
"491","Тюмень",2,49.85,16.77,13.48,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000
"494","Краснодар",9,41,17.6,10.5,1,"2.78","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4510000
"495","Челябинск",10,69.53,45.19,16.38,3,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3042355
"501","Тула",5,62.3,27.8,10,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4410778
"502","Верхняя Пышма",2,34.41,11.4,14.18,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2694303
"504","Самара",15,59.97,31.93,8.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4587705
"507","Чебоксары",12,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"509","Нижний Новгород",10,38.7,15.9,10.56,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5534100
"511","Краснодар",19,61.1,29.1,11.86,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6048900
"512","Тюмень",15,28.88,12.94,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680000
"513","Тюмень",3,65.78,26.56,24.28,2,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5441000
"515","Пермь",22,79.4,43.3,13.23,3,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5558000
"516","Нижний Новгород",8,63.9,27.4,19.6,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5958675
"517","Тюмень",22,55.06,23.89,13.59,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3980000
"518","Пермь",14,44.8,29.2,5,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3630000
"521","Челябинск",4,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1953668
"523","Казань",14,40.5,16.09,11.53,1,"2.68","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5870000
"524","Самара",4,46.59,19.32,13.81,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4752180
"528","ПГТ Медведево",6,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1563000
"530","Нижний Новгород",9,30.14,13.27,6.49,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4852540
"531","Нижний Новгород",9,60.08,27.42,16.8,2,"2.61","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5563408
"534","Екатеринбург",2,66.28,23.3,15.02,3,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4241920
"536","Пермь",16,82.1,43.2,14.44,3,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5747000
"538","Йошкар-Ола",2,56.04,28.19,10.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3003744
"539","Тюмень",7,37.26,13.95,9.98,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"540","Краснодар",4,93.1,50.7,12.4,3,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7773850
"542","Екатеринбург",0,28.4,12.09,7.3,1,"0","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2257800
"547","Нижний Новгород",12,35.52,12.63,4,1,"2.6","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4511040
"549","ПГТ Медведево",4,64.4,33.14,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2519000
"551","Ижевск",3,41.49,12.14,18.84,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2450000
"552","Чебоксары",3,43.19,17.85,12.41,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352000
"556","Екатеринбург",12,56.02,26.72,14.57,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3865380
"562","Тюмень",4,36.93,13.46,9.84,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"566","Самара",10,57.85,26.1,16.5,2,"2.54","0",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3018600
"567","Краснодар",12,76.5,46.1,11.5,3,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7420500
"568","Екатеринбург",15,35.43,10.38,15.38,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3146184
"573","Нижний Новгород",16,34.3,16.2,8.6,1,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4990000
"574","Ижевск",2,38.3,35.5,11.1,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2528400
"575","Нижний Новгород",11,35.8,16.2,8.6,1,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3530000
"578","Тюмень",3,51.2,14.08,16.02,1,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050000
"579","Тюмень",5,27.26,12.1,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520000
"580","Екатеринбург",7,48.14,23.6,10.73,2,"2.7","0",0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,3961922
"582","Тюмень",4,37.63,14.22,11.87,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460000
"584","Челябинск",7,64.69,32.35,16.38,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4010780
"586","Самара",15,24.95,12.6,4.19,1,"2.54","1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1656291
"588","Тюмень",11,35.29,16.51,7.37,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2230000
"591","Чебоксары",3,93.7,45.6,20.7,3,"3","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5780000
"595","Тула",5,79.46,43.37,11.69,3,"2.7","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5490686
"599","Пермь",9,39.6,12.3,15.07,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3406000
"602","Владимир",16,76,30.5,21.9,2,"2.65","0",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4098600
"603","Тюмень",1,65.33,26.56,19.79,2,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5753000
"604","Тюмень",22,32.77,13.1,8.58,1,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3e+06
"605","Краснодар",19,58.9,29.8,12.9,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6744050
"607","Нижний Новгород",4,45.31,13.31,16.02,1,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5165340
"608","Екатеринбург",16,39.69,15.9,13.86,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3095820
"609","Краснодар",19,36.52,14.33,10.42,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4108500
"610","Нижний Новгород",2,45.09,20.55,11.81,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5365710
"612","Самара",17,48.08,16.11,17.97,1,"2.54","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4559294
"613","ПГТ Медведево",2,40.96,17.1,12.5,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1587000
"614","Тюмень",13,35.85,19.19,5,1,"2.7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4147000
"616","Краснодар",7,53.5,25.6,10.1,2,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4451200
"623","Краснодар",11,45.5,27.7,5.9,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5960500
"624","Красноярск",12,62.4,38.2,11.8,2,"2.6","0",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730000
"626","Новосибирск",10,47.72,18.3,11.3,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2910920
"628","ПГТ Медведево",5,39.82,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1568000
"629","Краснодар",6,45.2,27.7,5.9,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5695200
"633","Чебоксары",5,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"635","Чебоксары",4,58.4,30.4,10.7,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3212000
"636","Екатеринбург",15,44.06,10.9,21.57,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6036220
"640","Самара",18,80.38,43.65,11.27,3,"2.54","0",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,7389242
"648","Екатеринбург",10,59.58,22.34,21.82,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7685820
"649","Казань",6,57.89,31.03,12.98,2,"2.68","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7630000
"651","Саратов",3,42.56,16.18,10.86,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2532320
"653","ПГТ Медведево",7,55.91,28.79,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2154000
"654","Батайск",2,57,25.07,10.91,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363000
"658","Екатеринбург",9,29.44,12.22,9.25,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2443520
"661","Краснодар",11,37.2,16.9,10.1,1,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4408200
"665","Чебоксары",1,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2655072
"668","Екатеринбург",2,22.36,9.83,4.01,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2481960
"672","Нижний Новгород",12,106.4,44,24.8,3,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12090000
"673","Самара",6,53.65,25.2,15.3,2,"2.54","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3490375
"677","Самара",17,55.3,24.1,12.48,2,"2.54","0",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5149180
"679","Ижевск",7,52.4,27.1,10.8,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2935000
"680","Ростов на дону",2,49.46,33.2,10.6,2,"0","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5737360
"685","Екатеринбург",5,44.36,10.9,21.57,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5855520
"687","Нижний Новгород",15,117.8,90.5,12.5,1,"3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19083600
"689","Пермь",7,82.1,43,14.44,3,"2.74","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5747000
"691","Новосибирск",26,44.86,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772348
"692","Чебоксары",10,101.9,41.8,23.4,2,"3","0",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6680000
"695","Тюмень",4,35.06,11.23,13.06,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200000
"696","Новосибирск",13,40.86,15.04,12.34,1,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6251580
"703","Йошкар-Ола",4,38.4,18.9,8.74,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541530
"704","Нижний Новгород",10,37.28,12.85,13.66,1,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5036528
"705","Архангельск",8,43.93,27.89,5.09,2,"3.3","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4085676
"707","Краснодар",2,25.8,12.1,5.6,1,"2.77","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3096000
"708","Батайск",4,57,25.07,10.91,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249000
"709","Чебоксары",4,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900912
"710","Тюмень",10,43.04,11.74,17.11,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399000
"711","Ставрополь",11,65.3,31.4,17.8,2,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4054100
"714","Нижний Новгород",23,43,12.1,18.1,1,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5203000
"716","Чебоксары",4,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029248
"718","Екатеринбург",7,29.44,12.22,9.25,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2414080
"720","Нижний Новгород",12,95.49,50.31,17.17,3,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11267820
"721","ПГТ Медведево",4,63.92,33.14,11.39,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2499000
"723","Ижевск",3,58,23.1,16.9,2,"2.8","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555000
"725","Тюмень",10,37.26,13.95,9.98,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"730","Нижний Новгород",5,55,23.6,14.2,2,"2.59","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6902500
"732","Йошкар-Ола",4,82.29,46.38,13.66,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3580603
"733","Казань",5,35.78,12.38,11.22,1,"2.68","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5110000
"734","ПГТ Медведево",3,63.92,33.14,11.39,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2499000
"737","Йошкар-Ола",6,58.54,12.86,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224140
"739","Тюмень",1,54.18,26.38,12.12,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180000
"743","Ижевск",2,76.93,45.28,12.06,3,"0","0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5615890
"744","Уфа",11,41.46,14.4,11.4,1,"2.7","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477000
"746","Новосибирск",24,48,18.3,11.3,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2928000
"747","Краснодар",17,26,12.1,5.6,1,"2.77","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3900000
"752","Тюмень",10,47.26,23.12,10.99,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000
"755","Ставрополь",16,39.4,15.2,15.2,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2663000
"756","Тюмень",2,47.5,23.12,10.99,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900000
"758","Тула",14,47.2,24.2,6,2,"2.7","1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776000
"760","Нижний Новгород",3,39.55,12.85,15.26,1,"2.61","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5010985
"761","Тюмень",4,71.2,30.95,20.11,2,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120000
"764","Тюмень",2,66.66,31.61,14.87,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450000
"765","Краснодар",14,43.5,18.7,14.9,1,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5437500
"766","Екатеринбург",18,35.43,10.38,15.38,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3337506
"770","Нижний Новгород",11,48.75,16.51,17.98,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5801250
"771","Лиски",1,72.03,40,19.3,3,"0","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3212538
"772","Новосибирск",25,62.25,31.5,9,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598050
"775","Краснодар",15,73.14,49.3,24.56,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7423710
"776","Саранск",3,41.18,17.01,12.42,1,"2.76","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2553160
"777","Уфа",3,43.8,18.9,12.7,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4686000
"779","Сокуры",1,103.25,75.03,24.3,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6711250
"781","Сокуры",14,91.21,65.01,21.13,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5791835
"783","Челябинск",4,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1933125
"785","Екатеринбург",11,50.17,23.21,14.31,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3411560
"787","Тула",7,61.1,28.18,11.51,2,"2.7","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4611014
"792","Самара",10,38.7,14.6,11.6,1,"2.54","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2542478
"794","Батайск",8,49.13,24.91,10.66,2,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2800410
"795","Краснодар",9,93.1,50.7,12.4,3,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7913500
"798","Нижний Новгород",5,45.8,14.8,16.8,1,"2.59","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5106700
"799","Тюмень",8,22.1,9.44,2.72,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110000
"801","Тюмень",14,24.22,10.2,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06
"802","Новосибирск",18,72.66,34.68,16.85,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,9591120
"803","Тула",9,63.16,25.54,16.97,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4804371
"808","Чебоксары",14,94.7,45.3,18.9,3,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5992237.2
"809","Нижний Новгород",9,46.67,13.94,17.92,1,"2.61","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5712408
"810","Тюмень",13,54.81,28.83,12.68,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280000
"815","Саратов",6,51.06,16.24,10.16,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2145000
"816","Тюмень",14,27.26,12.1,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520000
"817","Ставрополь",12,39.4,15.2,15.2,1,"2.8","0",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2718600
"818","Чебоксары",4,66.6,23.6,16,2,"3","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4080000
"820","Тюмень",15,28.9,12.94,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230000
