"","city","floor","total_area","living_area","kitchen_area","room_count","height","is_studio","view_airport","view_building","view_city","view_cottages","view_east","view_field","view_forest","view_garden","view_highway","view_house","view_mall","view_north","view_parking","view_playground","view_school","view_south","view_street","view_water","view_west","view_yard","total_price"
"31902","Великий Новгород",7,41.14,18.8,10.97,1,"2.5","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2262700
"31904","Казань",9,38.85,11.83,14.37,1,"2.68","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5550000
"31906","Самара",11,34.35,10.22,11.7,1,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950250
"31911","Тюмень",4,61.3,30.16,16.07,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5560177
"31915","Йошкар-Ола",3,59.38,29.68,10.44,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636947
"31917","Нижний Новгород",6,25.98,11.71,5.47,1,"2.6","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3169560
"31919","Тула",8,82.3,40.5,14.6,3,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5654010
"31920","Нижний Новгород",6,63.3,28.4,15.4,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7710000
"31924","ПГТ Медведево",11,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1554000
"31927","Чебоксары",11,83.96,44.23,11.62,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3529000
"31928","Ижевск",3,38.79,21.28,8.31,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3770388
"31929","Чебоксары",3,36.39,16.16,7.69,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619058
"31930","Орел",5,56.9,27.8,9.2,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300200
"31931","Тюмень",1,73.83,40.14,15.68,3,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5120000
"31932","ПГТ Медведево",8,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1563000
"31933","Краснодар",2,38.1,16.2,10.1,1,"2.78","0",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4267200
"31936","Тюмень",14,53.69,26.38,12.12,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220000
"31940","Тюмень",4,22.1,9.65,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620000
"31941","Великий Новгород",4,81.95,49.55,12.57,3,"2.5","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4507250
"31942","Краснодар",3,61.1,31.3,12.9,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7668050
"31943","Екатеринбург",8,37.55,10.94,17.09,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3041550
"31945","Тюмень",15,37.68,13.95,10.32,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460000
"31947","Ижевск",3,42.23,22.1,5.42,1,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3851376
"31948","Ижевск",2,61.6,57.5,18.9,2,"0","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3577000
"31952","Тюмень",15,24.22,10.2,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06
"31955","Тюмень",13,28.88,12.94,2.08,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680000
"31956","Ставрополь",16,39.3,13.6,14.3,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671900
"31957","Нижний Новгород",5,64.1,26.4,15.5,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5350000
"31959","Нижний Новгород",16,58.8,29.25,14.06,2,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6591480
"31962","Тюмень",7,32.28,16.75,3.24,1,"2.67","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730000
"31963","Нижний Новгород",10,25.98,11.71,5.47,1,"2.6","1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4546500
"31964","Самара",19,40.57,16.82,11.51,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2451918
"31967","Новосибирск",14,44.75,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765550
"31970","Тюмень",3,83.84,41.58,13.94,3,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6355000
"31971","Ижевск",4,72.94,42.89,6.28,2,"0","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5032860
"31973","Самара",17,57.25,24.7,13.1,2,"2.54","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3177125
"31976","Чебоксары",1,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879488
"31977","Чебоксары",11,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991808
"31983","Екатеринбург",16,60.66,25.24,18.06,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6702930
"31984","Краснодар",1,37.6,16.7,10.4,1,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2932800
"31988","Тюмень",15,37.31,14.22,11.87,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"31991","Екатеринбург",23,66.95,36.19,15.43,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4418700
"31993","Чебоксары",3,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900912
"31994","Тюмень",5,36.9,13.46,9.84,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3743000
"31995","Чебоксары",10,73.55,36.7,14.3,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6987250
"31998","Челябинск",15,24.4,11.42,4.57,1,"2.85","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2196000
"32002","Екатеринбург",16,39.74,12.61,17.03,1,"2.65","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5146330
"32006","Тюмень",1,41.22,12.52,11.41,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570000
"32008","Екатеринбург",19,95.4,40.3,29.8,3,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12443640
"32009","Тюмень",3,37.68,13.95,10.32,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460000
"32013","Йошкар-Ола",2,38.36,18.9,8.74,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457680
"32014","Самара",7,54.89,24.1,12.07,2,"2.54","0",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,5111050
"32015","Чебоксары",15,39.96,16.96,11.75,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2029000
"32017","Казань",16,38.82,12.17,11.23,1,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4250000
"32018","Нижний Новгород",4,49.43,22.91,10.7,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6722480
"32021","Верхняя Пышма",9,34.37,11.4,14.23,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2491825
"32022","Нижний Новгород",12,42.33,13.42,15.78,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5375910
"32027","Йошкар-Ола",6,38.36,18.9,8.74,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700844
"32033","Краснодар",17,44,18.5,10.9,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5764000
"32034","Верхняя Пышма",8,42.54,28.58,4.93,2,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4509240
"32035","Чебоксары",2,113.1,56.6,13.5,4,"3","0",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8280000
"32041","Тюмень",10,49.85,16.77,13.48,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200000
"32044","Екатеринбург",7,53.11,24.17,13.14,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3770810
"32045","Екатеринбург",13,31.52,16.72,5.03,1,"2.65","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3482960
"32047","Новосибирск",14,62.05,31.5,9,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586490
"32048","Киров",5,59.29,34.97,6.97,3,"0","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3638188.44
"32049","Нижний Новгород",5,53.3,29,10.9,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4470000
"32052","Тюмень",18,32.68,13.1,8.58,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990000
"32054","Тюмень",9,92.42,45.32,15.49,3,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7118000
"32056","Челябинск",9,24.45,14.5,14.15,1,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234731
"32057","Тула",4,47.7,24.3,6.2,2,"2.7","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4531500
"32061","Челябинск",9,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1933125
"32064","Тюмень",8,26.79,11.81,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2470000
"32065","Тюмень",12,33.45,11.82,8.99,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2670000
"32066","Новосибирск",17,38.93,13.51,14.39,1,"2.72","1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6228800
"32067","Нижний Новгород",6,58.9,31.1,9.4,2,"2.55","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190000
"32069","Тюмень",9,96.99,49.28,15.55,3,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460000
"32074","Тюмень",8,83.64,41.58,13.94,3,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5820000
"32075","Владивосток",23,35.5,12.69,14.69,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3195000
"32076","Екатеринбург",16,68,34.7,15.5,3,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5900700
"32078","Пермь",20,39.6,12.2,15.07,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3406000
"32081","Тюмень",11,38.94,13.04,12.21,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3830000
"32082","Екатеринбург",3,68.91,35.76,15.7,3,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4375785
"32084","Пермь",9,39.4,12.3,15.07,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3389000
"32085","Екатеринбург",20,45.52,12,17.71,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6372800
"32090","Тюмень",7,27.26,12.01,2.08,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2520000
"32093","Челябинск",2,45.45,26.15,5.3,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1953668
"32094","Тюмень",15,22.57,9.65,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110000
"32096","Новосибирск",21,47.86,18.3,11.3,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919460
"32097","Сокуры",1,123.92,77.59,24.7,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8674400
"32103","Тюмень",3,73.54,40.14,15.54,3,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150000
"32107","Нижний Новгород",6,84.28,41.15,22.11,3,"2.6","0",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9102240
"32108","Екатеринбург",14,39.69,15.9,13.86,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3016440
"32109","Новосибирск",4,47.66,18.3,11.3,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907260
"32111","Великий Новгород",9,40.52,18.21,10.97,1,"2.5","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2228600
"32112","Краснодар",21,42.5,25.9,4.8,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5353740
"32114","Тюмень",6,32.28,16.75,3.24,1,"2.67","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730000
"32118","Саратов",1,65.1,35.32,10.48,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4557000
"32119","Нижний Новгород",14,66.2,30.4,15.8,2,"2.72","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7550000
"32121","Самара",14,59.97,31.93,8.67,2,"2.7","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5697150
"32122","Краснодар",9,56.5,28.9,11.5,2,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6864750
"32124","Чебоксары",2,64.8,24.1,17.5,2,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3940000
"32125","ПГТ Медведево",14,39.82,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1484000
"32128","Краснодар",2,43.6,18.4,10.9,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5232000
"32133","Сокуры",15,91.21,65.01,21.13,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5791835
"32134","Самара",22,68.53,36.29,14.02,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5482400
"32139","Тюмень",9,83.52,41.58,13.94,3,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5820000
"32142","Нижний Новгород",9,70.26,32.55,19.53,2,"2.61","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6576336
"32144","Тюмень",5,27.3,10.2,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120000
"32146","Нижний Новгород",4,30.14,13.27,6.49,1,"2.6","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3345540
"32150","Тюмень",10,37.09,14.22,11.7,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"32152","Чебоксары",2,61.46,28.39,14.51,2,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023832
"32153","Тюмень",3,56.37,27.09,9.98,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280000
"32155","Екатеринбург",10,47.77,12.33,22.35,1,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6448950
"32156","Чебоксары",9,37.44,27.85,15.74,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066000
"32160","Екатеринбург",13,38.23,13.6,12.33,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2905480
"32162","Екатеринбург",2,27.1,11.77,4.76,1,"2.64","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3523000
"32163","Тюмень",15,53.69,26.38,12.12,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4390000
"32169","Тюмень",22,35.29,16.51,7.37,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2600000
"32171","Ставрополь",15,39.4,13.6,14.3,1,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2690500
"32172","Екатеринбург",11,51.21,20.46,16.75,2,"2.7","0",0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,4045590
"32173","Нижний Новгород",10,97.23,50.83,14.37,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10727680
"32174","Верхняя Пышма",10,54.36,25.95,14.41,2,"2.6","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4783680
"32176","Екатеринбург",9,37.48,10.44,17.38,1,"2.7","0",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3654300
"32177","Тюмень",5,37.33,14.22,11.7,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"32178","Нижний Новгород",5,49.8,22.91,14.41,2,"2.6","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6075600
"32180","Челябинск",9,32.63,16.76,10.28,1,"2.85","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2512510
"32186","Ижевск",6,38.4,23.3,5.1,1,"2.8","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230000
"32189","ПГТ Медведево",4,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1582000
"32190","Самара",10,32.84,13.33,9.16,1,"2.54","0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2330427
"32192","Йошкар-Ола",4,82.41,45.68,14.23,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3650763
"32196","Екатеринбург",19,27.86,12.32,4.49,1,"2.64","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4179000
"32199","Киров",2,52.97,29.28,9.72,2,"0","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3367196.96
"32200","Батайск",4,71.34,38.88,9.66,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4637100
"32201","Краснодар",17,49.7,16.4,11.8,1,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5317900
"32202","Самара",15,40.93,8.98,15.9,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3739120
"32205","ПГТ Медведево",12,64.4,33.14,11.52,2,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2474000
"32206","Тюмень",15,44.76,15.1,14.76,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800000
"32207","Тула",10,61.9,27.8,10.1,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4642500
"32210","Самара",11,40.65,18.1,11.1,1,"2.54","0",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2276365
"32212","ПГТ Медведево",3,54.05,16.57,14.26,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2169000
"32213","Пермь",16,39.7,12.4,15.07,1,"2.74","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3415000
"32216","Владимир",2,74,30.8,22.3,2,"2.65","0",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3932600
"32221","Краснодар",3,93.1,50.7,12.4,3,"2.75","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7773850
"32222","Новосибирск",2,44.75,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2765550
"32223","Владивосток",4,44.56,15.5,17.58,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6238400
"32224","Краснодар",5,42.3,25.9,4.8,2,"2.77","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4758750
"32227","Белгород",2,40,17.1,10.9,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900000
"32230","Новосибирск",20,44.86,17,14.6,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2772348
"32232","Саратов",2,86.52,45.05,15.5,3,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5635000
"32234","Тюмень",5,47.5,23.12,10.99,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100000
"32235","Сокуры",1,123.92,77.59,24.7,5,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8674400
"32236","Краснодар",17,37,16.8,10,1,"2.77","0",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4810000
"32237","Екатеринбург",5,29.19,8.9,8.3,1,"2.5","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3897829
"32239","Краснодар",17,36.8,16.7,9.9,1,"2.75","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3727300
"32240","Екатеринбург",6,59.58,22.34,21.82,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7566660
"32241","Саратов",3,40.61,19.24,11.1,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2274160
"32243","Тюмень",2,54.01,26.38,12.12,2,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220000
"32247","Челябинск",6,65.07,32.54,16.38,2,"2.64","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4034340
"32250","Владимир",11,46,17.2,14.1,1,"2.65","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3102100
"32251","Тюмень",13,51.22,26.81,9.36,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3550000
"32253","Ижевск",7,55.88,26.55,9.92,2,"2.6","0",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4918788
"32257","Екатеринбург",4,26.94,11.77,4.76,1,"2.64","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3771600
"32262","Ижевск",5,64.89,22.01,8.77,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3176025
"32266","Чебоксары",9,37.44,16.96,9.14,1,"2.5","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991808
"32267","Ижевск",3,37.9,14.47,11.17,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2317700
"32268","Йошкар-Ола",9,38.28,18.89,8.69,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301520
"32269","Сокуры",1,114.77,80.15,30.5,6,"3","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7460050
"32273","ПГТ Медведево",14,39.71,16.96,11.52,1,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1480000
"32274","Екатеринбург",4,31.68,16.72,4.92,1,"2.65","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3136320
"32277","Владивосток",15,78.57,35.58,18.45,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10214100
"32279","Железногорск",6,85.22,45.46,14.06,3,"0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579240
"32280","Тюмень",12,27.26,12.1,2.8,1,"2.51","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250000
"32285","Тюмень",9,55.39,27.53,16.63,2,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3950000
"32287","Саратов",8,45.71,19.1,11.55,1,"2.7","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995150
"32289","Екатеринбург",2,45.35,23.51,12.09,2,"2.7","0",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4185805
"32292","Тюмень",10,37.39,14.22,11.87,1,"2.51","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430000
"32297","Тюмень",3,58.04,28.62,13.92,2,"2.67","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4290000
"32298","Ставрополь",15,84.6,46.3,15.5,3,"2.8","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076000
